actors,actors_celebrity
"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains, Eugene Pallette, Alan Hale, Una O'Connor, Patric Knowles, Melville Cooper, Herbert Mundin, Montagu Love, Ian Hunter, Robert Warwick, Leonard Willey, Harry Cording, Howard Hill, Robert Noble, Kenneth Hunter, Colin Kenny, Lester Matthews, Ivan Simpson, James Baker, Charles McNaughton, Wilfred Lucas, Lionel Belmore, Janet Shaw, Reginald Sheffield, Crauford Kent, Austin Fairman, Hal Brazeale, Holmes Herbert, Leonard Mudie, Herbert Evans, Alec Harford, Peter Hobbes, Leyland Hodgson, Olaf Hytten, Marten Lamont, Val Stanton, John Sutton","[('Errol Flynn', 167), ('Olivia de Havilland', 228), ('Basil Rathbone', 138), ('Claude Rains', 138), ('Eugene Pallette', 57), ('Alan Hale', 66), (""Una O'Connor"", 55), ('Patric Knowles', 62), ('Melville Cooper', 61), ('Herbert Mundin', 49), ('Montagu Love', 59), ('Ian Hunter', 71), ('Robert Warwick', 55), ('Leonard Willey', 23), ('Harry Cording', 39), ('Howard Hill', 41), ('Robert Noble', 45), ('Kenneth Hunter', 21), ('Colin Kenny', 31), ('Lester Matthews', 47), ('Ivan Simpson', 38), ('James Baker', 106), ('Charles McNaughton', 13), ('Wilfred Lucas', 62), ('Lionel Belmore', 49), ('Janet Shaw', 64), ('Reginald Sheffield', 33), ('Crauford Kent', 30), ('Austin Fairman', 0), ('Hal Brazeale', 0), ('Holmes Herbert', 49), ('Leonard Mudie', 44), ('Herbert Evans', 30), ('Alec Harford', 0), ('Peter Hobbes', 0), ('Leyland Hodgson', 31), ('Olaf Hytten', 33), ('Marten Lamont', 8), ('Val Stanton', 0), ('John Sutton', 42)]"
"Walter Pidgeon, Joan Bennett, George Sanders, John Carradine, Roddy McDowall, Ludwig Stossel, Heather Thatcher, Frederic Worlock, Roger Imhof, Egon Brecher, Holmes Herbert, Fredrik Vogeding, Lucien Prival, Herbert Evans, Edgar Licho, Eily Malyon, John Rogers, Lester Matthews, Arno Frey, Keith Hitchcock, Walter Bonn, Otto Reichow, Robert Stephenson, William Haade, Adolph Milar, Sven Hugo Borg, Hans Joby, Douglas Gerrard, Clifford Severn, Charles Bennett, Bobby Hale, Frank Benson, Cyril Delevanti, Bruce Lister, Carl Ekberg, Olaf Hytten, William Von Brincken, Virginia McDowall, Bruce Lester, Richard Fraser, Kurt Kreuger","[('Walter Pidgeon', 109), ('Joan Bennett', 131), ('George Sanders', 140), ('John Carradine', 133), ('Roddy McDowall', 118), ('Ludwig Stossel', 47), ('Heather Thatcher', 44), ('Frederic Worlock', 49), ('Roger Imhof', 35), ('Egon Brecher', 50), ('Holmes Herbert', 49), ('Fredrik Vogeding', 0), ('Lucien Prival', 39), ('Herbert Evans', 30), ('Edgar Licho', 0), ('Eily Malyon', 39), ('John Rogers', 54), ('Lester Matthews', 47), ('Arno Frey', 29), ('Keith Hitchcock', 0), ('Walter Bonn', 9), ('Otto Reichow', 34), ('Robert Stephenson', 109), ('William Haade', 33), ('Adolph Milar', 19), ('Sven Hugo Borg', 22), ('Hans Joby', 23), ('Douglas Gerrard', 38), ('Clifford Severn', 31), ('Charles Bennett', 23), ('Bobby Hale', 17), ('Frank Benson', 129), ('Cyril Delevanti', 38), ('Bruce Lister', 0), ('Carl Ekberg', 15), ('Olaf Hytten', 33), ('William Von Brincken', 41), ('Virginia McDowall', 0), ('Bruce Lester', 35), ('Richard Fraser', 39), ('Kurt Kreuger', 57)]"
"Ray Wise, Lin Shaye, Mick Cain, Alexandra Holden, Billy Asher, Amber Smith, Steve Valentine, Karen S. Gregan, Clement Blake, Jimmie F. Skaggs, Ivan Kraljevic","[('Ray Wise', 65), ('Lin Shaye', 54), ('Mick Cain', 28), ('Alexandra Holden', 52), ('Billy Asher', 12), ('Amber Smith', 50), ('Steve Valentine', 47), ('Karen S. Gregan', 0), ('Clement Blake', 17), ('Jimmie F. Skaggs', 31), ('Ivan Kraljevic', 17)]"
"Matthew Hennessey, Kevin Corrigan, Steve Parlavecchio, Lee Holmes, Doug MacMillan, Lisa Keller, Steve Robinson, Douglas McCallie, Doug McCallie, Steph Robinson, Mary Ellen Williams, Sally Nussbaumer, Beth Cameron, Rob Munk, Ed Slanker, Joe Ventura, Jac Cain, Jenny Fields, Eddie Oaks, Andrew Coffing, Slayde Barnes, John Bailey, Jeff Holler, K.D. Kennedy, Edward Marshall, Matthew Huggler, Robert Healy, Diane Eidman, David Palmer, Knox White, Rafael Clements, William McClain, Jeffrey Pillars, Tina Meinhart, John Wayne Shafer, Helen Crisp, Perry L. Brown, Mark Filliaci, Marguerite Lowell","[('Matthew Hennessey', 0), ('Kevin Corrigan', 79), ('Steve Parlavecchio', 0), ('Lee Holmes', 31), ('Doug MacMillan', 0), ('Lisa Keller', 12), ('Steve Robinson', 17), ('Douglas McCallie', 0), ('Doug McCallie', 0), ('Steph Robinson', 0), ('Mary Ellen Williams', 0), ('Sally Nussbaumer', 0), ('Beth Cameron', 4), ('Rob Munk', 0), ('Ed Slanker', 0), ('Joe Ventura', 7), ('Jac Cain', 0), ('Jenny Fields', 0), ('Eddie Oaks', 0), ('Andrew Coffing', 0), ('Slayde Barnes', 0), ('John Bailey', 69), ('Jeff Holler', 0), ('K.D. Kennedy', 0), ('Edward Marshall', 35), ('Matthew Huggler', 0), ('Robert Healy', 9), ('Diane Eidman', 0), ('David Palmer', 40), ('Knox White', 15), ('Rafael Clements', 8), ('William McClain', 21), ('Jeffrey Pillars', 0), ('Tina Meinhart', 0), ('John Wayne Shafer', 0), ('Helen Crisp', 0), ('Perry L. Brown', 7), ('Mark Filliaci', 0), ('Marguerite Lowell', 0)]"
"Daryl Hannah, Denise Richards, Joaquim de Almeida, María Jiménez, Conrad Son, Pierre Woodman, Dora Venter, Rita Faltoyano, Carol Fonda, Africa","[('Daryl Hannah', 206), ('Denise Richards', 110), ('Joaquim de Almeida', 81), ('María Jiménez', 43), ('Conrad Son', 24), ('Pierre Woodman', 61), ('Dora Venter', 37), ('Rita Faltoyano', 53), ('Carol Fonda', 0), ('Africa', 285)]"
"James Franco, Sophia Myles, Rufus Sewell, David O'Hara, Henry Cavill, JB Blanc, Tiffany Knight, Jamie Thomas King, Leo Gregory, Richard Dillane, Mark Strong (II), Graham Mullins, Bronagh Gallagher, Ronan Vibert, Lucy Russell, Thomas Sangster, Dexter Fletcher, Wolfgang Muller, Cheyenne Rushing, Thomas Morris, Barbara Kodetova, Isobel Moynihan, Gordon Truefitt, Myles Taylor, Jack Montgomery, Marek Vasut, David Fisher, Kevin Flood, Philip O'Sullivan, Nevan Finnegan, Jon Olafsson, Bronwen Bonner-Davies, Todd Kramer, Winter Ave Zoli, Mirek Simunek, Nevan Finegan, Bronwen Davies, Jón ??lafsson, Hans Martin Stier","[('James Franco', 155), ('Sophia Myles', 80), ('Rufus Sewell', 97), (""David O'Hara"", 58), ('Henry Cavill', 158), ('JB Blanc', 61), ('Tiffany Knight', 21), ('Jamie Thomas King', 40), ('Leo Gregory', 46), ('Richard Dillane', 53), ('Mark Strong (II)', 0), ('Graham Mullins', 0), ('Bronagh Gallagher', 62), ('Ronan Vibert', 37), ('Lucy Russell', 42), ('Thomas Sangster', 91), ('Dexter Fletcher', 77), ('Wolfgang Muller', 51), ('Cheyenne Rushing', 32), ('Thomas Morris', 31), ('Barbara Kodetova', 50), ('Isobel Moynihan', 0), ('Gordon Truefitt', 0), ('Myles Taylor', 11), ('Jack Montgomery', 39), ('Marek Vasut', 65), ('David Fisher', 10), ('Kevin Flood', 6), (""Philip O'Sullivan"", 18), ('Nevan Finnegan', 0), ('Jon Olafsson', 31), ('Bronwen Bonner-Davies', 0), ('Todd Kramer', 21), ('Winter Ave Zoli', 49), ('Mirek Simunek', 0), ('Nevan Finegan', 0), ('Bronwen Davies', 7), ('Jón ??lafsson', 0), ('Hans Martin Stier', 52)]"
"Stéphanie Michelini, Josiane Stoleru, Yasmine Belmadi, Edouard Nikitine, Josiane Storelu, Corentin Carinos, Perrine Stevenard, Benoît Verhaert, Fabrice Rodriguez, Jacques Hery","[('Stéphanie Michelini', 25), ('Josiane Stoleru', 33), ('Yasmine Belmadi', 41), ('Edouard Nikitine', 0), ('Josiane Storelu', 0), ('Corentin Carinos', 0), ('Perrine Stevenard', 0), ('Benoît Verhaert', 0), ('Fabrice Rodriguez', 20), ('Jacques Hery', 0)]"
"Vincent Pastore, Vincent Sassone, Frank Vincent, Angela Pietropinto, Conor Dubin, Patti D'Arbanville, Frankie J. Galasso, Kelly Karbacz, Melissa Marsala, Robin Paul, Michael Carbonaro, Mikey Romano, Mary Ellen Ashley, Louis Guss, Nick Gianguilio","[('Vincent Pastore', 60), ('Vincent Sassone', 0), ('Frank Vincent', 70), ('Angela Pietropinto', 26), ('Conor Dubin', 0), (""Patti D'Arbanville"", 62), ('Frankie J. Galasso', 35), ('Kelly Karbacz', 28), ('Melissa Marsala', 19), ('Robin Paul', 18), ('Michael Carbonaro', 39), ('Mikey Romano', 0), ('Mary Ellen Ashley', 0), ('Louis Guss', 39), ('Nick Gianguilio', 0)]"
"Paul Walker, Cameron Bright, Vera Farmiga, Karel Roden, Johnny Messner, Ivana Milicevic, Chazz Palminteri, Alex Neuberger, Michael Cudlitz, Bruce Altman, Elizabeth Mitchell, Arthur J. Nascarella, John Noble, Idalis DeLeon, David Warshofsky, Jim Tooey, Thomas Rosales Jr., Morgan Johnson, Jamba Mulimbwe, Maurice Lee, Viktor Cervenka, Oakley Lehman, Jan Kohout, Jeffrey Smith, Karen Cifarelli, Brian Caspe, Ryan James, Ellen Savaria","[('Paul Walker', 134), ('Cameron Bright', 71), ('Vera Farmiga', 142), ('Karel Roden', 70), ('Johnny Messner', 41), ('Ivana Milicevic', 61), ('Chazz Palminteri', 88), ('Alex Neuberger', 27), ('Michael Cudlitz', 63), ('Bruce Altman', 35), ('Elizabeth Mitchell', 78), ('Arthur J. Nascarella', 39), ('John Noble', 60), ('Idalis DeLeon', 35), ('David Warshofsky', 43), ('Jim Tooey', 19), ('Thomas Rosales Jr.', 32), ('Morgan Johnson', 6), ('Jamba Mulimbwe', 0), ('Maurice Lee', 14), ('Viktor Cervenka', 4), ('Oakley Lehman', 0), ('Jan Kohout', 19), ('Jeffrey Smith', 8), ('Karen Cifarelli', 8), ('Brian Caspe', 18), ('Ryan James', 13), ('Ellen Savaria', 0)]"
"Christopher Jacot, Shawn Roberts, Ryan Belleville, Joanne Kelly, Mayko Nguyen, Jason Priestley, Matt Frewer, Katheryn Winnick, August Schellenberg, Jackie Burroughs, Andrew Airlie, Lynda Boyd, Jay Brazeau, Andy Jones, Christie Laing, Miles Meadows, Devin Douglas Drewitz, Avril Lavigne","[('Christopher Jacot', 37), ('Shawn Roberts', 47), ('Ryan Belleville', 18), ('Joanne Kelly', 39), ('Mayko Nguyen', 32), ('Jason Priestley', 92), ('Matt Frewer', 82), ('Katheryn Winnick', 79), ('August Schellenberg', 62), ('Jackie Burroughs', 72), ('Andrew Airlie', 39), ('Lynda Boyd', 51), ('Jay Brazeau', 42), ('Andy Jones', 42), ('Christie Laing', 36), ('Miles Meadows', 16), ('Devin Douglas Drewitz', 7), ('Avril Lavigne', 417)]"
"Milla Jovovich, Cameron Bright, Nick Chinlund, William Fichtner, Sebastien Andrieu, Ida Martin, David Collier, Kieran O'Rorke, Digger Mesch, Ryan Martin, Steven Calcote, Ricardo Mamood, Mike Smith, Clay Cullen, Jennifer Caputo, Jack Murphy, Diego Swing, Ted Thomas, Abraham Boyd, Matthew Sturgess, Alexander Key, Peter Spurrier, Russell Wait, Youlia Galenko, Luke Jackson, Christopher Garner, Duc Luu, Kurt Wimmer, Gilad Lotan, Phillip Moore, Robert Alonzo, Mitchell Gould, Daniel Hawe, Scott Piper","[('Milla Jovovich', 347), ('Cameron Bright', 71), ('Nick Chinlund', 53), ('William Fichtner', 82), ('Sebastien Andrieu', 9), ('Ida Martin', 11), ('David Collier', 56), (""Kieran O'Rorke"", 0), ('Digger Mesch', 10), ('Ryan Martin', 16), ('Steven Calcote', 0), ('Ricardo Mamood', 15), ('Mike Smith', 58), ('Clay Cullen', 18), ('Jennifer Caputo', 9), ('Jack Murphy', 14), ('Diego Swing', 9), ('Ted Thomas', 27), ('Abraham Boyd', 7), ('Matthew Sturgess', 0), ('Alexander Key', 57), ('Peter Spurrier', 8), ('Russell Wait', 0), ('Youlia Galenko', 0), ('Luke Jackson', 48), ('Christopher Garner', 37), ('Duc Luu', 3), ('Kurt Wimmer', 57), ('Gilad Lotan', 0), ('Phillip Moore', 9), ('Robert Alonzo', 19), ('Mitchell Gould', 0), ('Daniel Hawe', 8), ('Scott Piper', 15)]"
"Mary Liuzzo, Tony Liuzzo, Sally Liuzzo, Penny Liuzzo, Sue Liuzzo, Rose Mary Liuzzo, J.L. Chesnut, John Lewis, Gloria Steinem, Eric Jacobs, Joanne Bland, Alice West, Gary May, Spider Martin, James Turner, Phyllis Chesler, Mary Stanton, Warren Hanson, Nicholas Katzenbach, Leroy Moton, Judge William Webster, Murray Fromson, Stockard Channing","[('Mary Liuzzo', 0), ('Tony Liuzzo', 0), ('Sally Liuzzo', 0), ('Penny Liuzzo', 0), ('Sue Liuzzo', 0), ('Rose Mary Liuzzo', 0), ('J.L. Chesnut', 0), ('John Lewis', 151), ('Gloria Steinem', 162), ('Eric Jacobs', 5), ('Joanne Bland', 18), ('Alice West', 15), ('Gary May', 13), ('Spider Martin', 24), ('James Turner', 41), ('Phyllis Chesler', 60), ('Mary Stanton', 13), ('Warren Hanson', 0), ('Nicholas Katzenbach', 76), ('Leroy Moton', 0), ('Judge William Webster', 0), ('Murray Fromson', 18), ('Stockard Channing', 160)]"
"Freddie Highmore, Mia Farrow, Penny Balfour, Doug Rand, David Bowie, Madonna, Snoop Dogg, Jimmy Fallon, Robert De Niro, Anthony Anderson, Chazz Palminteri, Jason Bateman, Adam LeFevre, Harvey Keitel, Emilio Estevez, Ron Crawford, Jean Bejote Njamba, Serge Blumental, Erik Per Sullivan, Rob Corddry, Nathan Corddry","[('Freddie Highmore', 123), ('Mia Farrow', 185), ('Penny Balfour', 23), ('Doug Rand', 15), ('David Bowie', 450), ('Madonna', 211), ('Snoop Dogg', 274), ('Jimmy Fallon', 125), ('Robert De Niro', 290), ('Anthony Anderson', 103), ('Chazz Palminteri', 88), ('Jason Bateman', 130), ('Adam LeFevre', 45), ('Harvey Keitel', 129), ('Emilio Estevez', 127), ('Ron Crawford', 26), ('Jean Bejote Njamba', 8), ('Serge Blumental', 0), ('Erik Per Sullivan', 54), ('Rob Corddry', 86), ('Nathan Corddry', 49)]"
"Samantha Dark, R. Brandon Johnson, Heather Magee, Richard Glover, Courtney Bertolone, John Richard Ingram, Keith Chambers, Mia Lotringer, Kevin McKelvy","[('Samantha Dark', 0), ('R. Brandon Johnson', 31), ('Heather Magee', 0), ('Richard Glover', 80), ('Courtney Bertolone', 0), ('John Richard Ingram', 0), ('Keith Chambers', 10), ('Mia Lotringer', 0), ('Kevin McKelvy', 0)]"
"Sarah Manninen, Caroline Neron, Victoria Sanchez, Conrad Pla, Ilona Elkin, Nick Baillie, Luke Belanger, Liane Balaban, John Dunn-Hill, Arthur Holden, Kathleen Munroe, Romano Orzari, John Dunhill, Yves Corbeil, Jennifer Morehouse, Ella, Suzanne Jaquart, Cristina Bertini, Ted Rusoff","[('Sarah Manninen', 18), ('Caroline Neron', 43), ('Victoria Sanchez', 27), ('Conrad Pla', 67), ('Ilona Elkin', 0), ('Nick Baillie', 8), ('Luke Belanger', 9), ('Liane Balaban', 47), ('John Dunn-Hill', 34), ('Arthur Holden', 35), ('Kathleen Munroe', 110), ('Romano Orzari', 28), ('John Dunhill', 0), ('Yves Corbeil', 28), ('Jennifer Morehouse', 12), ('Ella', 29), ('Suzanne Jaquart', 0), ('Cristina Bertini', 0), ('Ted Rusoff', 21)]"
"Rock Hudson, Jennifer Jones, Vittorio De Sica, Alberto Sordi, Mercedes McCambridge, Kurt Kasznar, Oscar Homolka, Elaine Stritch, Leopoldo Trieste, Franco Interlenghi, José Nieto, Georges Brehat, Memmo Carotenuto, Victor Francen, Joan Shawlee, Guido Martufi, Umberto Spadaro, Umberto Sacripante, Albert D'Amario, Giacomo Rossi-Stuart, Bud Spencer, Alex Revides, Franco Mancinelli, Patrick Crean, Guidarino Guidi, Diana King, Clelia Matania, Eduard Linkers, Johanna Hofer, Luigi Barzini, Carlo Licari, Angelo Galassi, Carlo Hintermann, Tiberio Mitri, Peter Illing, Sam Levene, Eva Kotthaus, Gisella Mathews, Vittorio Jannitti, Gisella Matthews","[('Rock Hudson', 167), ('Jennifer Jones', 125), ('Vittorio De Sica', 222), ('Alberto Sordi', 165), ('Mercedes McCambridge', 85), ('Kurt Kasznar', 59), ('Oscar Homolka', 97), ('Elaine Stritch', 102), ('Leopoldo Trieste', 73), ('Franco Interlenghi', 77), ('José Nieto', 49), ('Georges Brehat', 25), ('Memmo Carotenuto', 47), ('Victor Francen', 51), ('Joan Shawlee', 49), ('Guido Martufi', 25), ('Umberto Spadaro', 36), ('Umberto Sacripante', 36), (""Albert D'Amario"", 0), ('Giacomo Rossi-Stuart', 54), ('Bud Spencer', 199), ('Alex Revides', 8), ('Franco Mancinelli', 0), ('Patrick Crean', 23), ('Guidarino Guidi', 30), ('Diana King', 56), ('Clelia Matania', 50), ('Eduard Linkers', 49), ('Johanna Hofer', 60), ('Luigi Barzini', 1), ('Carlo Licari', 0), ('Angelo Galassi', 0), ('Carlo Hintermann', 45), ('Tiberio Mitri', 44), ('Peter Illing', 34), ('Sam Levene', 64), ('Eva Kotthaus', 38), ('Gisella Mathews', 0), ('Vittorio Jannitti', 0), ('Gisella Matthews', 0)]"
"Charlie MacGraw, Charles McGraw, Marie Windsor, Jacqueline White, Gordon Gebert, Queenie Leonard, David Clarke, Peter Virgo, Don Beddoe, Paul Maxey, Harry Harvey, Michael Lally, Donald Dillaway, George Sawaya, Tony Merrill, Howard Mitchell, Milton Kibbee, Don Haggerty, Johnny Lee, Ivan Browning, Clarence Hargrave, Edgar Murray, Napoleon Whiting, Bobbie Johnson, Will Lee, Franklin Parker, Jasper Weldon","[('Charlie MacGraw', 0), ('Charles McGraw', 62), ('Marie Windsor', 63), ('Jacqueline White', 40), ('Gordon Gebert', 30), ('Queenie Leonard', 48), ('David Clarke', 8), ('Peter Virgo', 0), ('Don Beddoe', 60), ('Paul Maxey', 29), ('Harry Harvey', 33), ('Michael Lally', 47), ('Donald Dillaway', 40), ('George Sawaya', 23), ('Tony Merrill', 0), ('Howard Mitchell', 35), ('Milton Kibbee', 30), ('Don Haggerty', 39), ('Johnny Lee', 45), ('Ivan Browning', 10), ('Clarence Hargrave', 0), ('Edgar Murray', 0), ('Napoleon Whiting', 30), ('Bobbie Johnson', 10), ('Will Lee', 42), ('Franklin Parker', 28), ('Jasper Weldon', 0)]"
"Pierce Brosnan, Greg Kinnear, Hope Davis, Philip Baker Hall, Adam Scott, Dylan Baker, Arlin Miller, Roberto Sosa, Azucena Medina, Portia Dawson, Israel Tellez, Claudia Lobo, Arturo Echeverria, Ramon Valverde, Jonah Meyerson","[('Pierce Brosnan', 181), ('Greg Kinnear', 93), ('Hope Davis', 83), ('Philip Baker Hall', 74), ('Adam Scott', 80), ('Dylan Baker', 85), ('Arlin Miller', 0), ('Roberto Sosa', 38), ('Azucena Medina', 0), ('Portia Dawson', 23), ('Israel Tellez', 12), ('Claudia Lobo', 7), ('Arturo Echeverria', 0), ('Ramon Valverde', 0), ('Jonah Meyerson', 22)]"
"Mika Boorem, Wang Luoyong, Yi Ding (II), Beau Bridges, Linda Hamilton, Cheri Oteri, Sean Astin, Shuai Chi, Jonathon Trent, Erik von Detten, Jia Song, Essie Shure","[('Mika Boorem', 59), ('Wang Luoyong', 21), ('Yi Ding (II)', 0), ('Beau Bridges', 119), ('Linda Hamilton', 106), ('Cheri Oteri', 69), ('Sean Astin', 120), ('Shuai Chi', 6), ('Jonathon Trent', 26), ('Erik von Detten', 60), ('Jia Song', 5), ('Essie Shure', 0)]"
"Beatrice Dalle, Michael Subor, Jean-Marc Teriipaia, Florence Loiret-Caille, Bambou, Yekatarina Golueva, Grégoire Colin, Michel Subor, Edwin Alin, Katya Golubeva, Henri Tetainanuarii, Dong-ho Kim, Chang Se-tak, Park Hong-suk, Anna Tetuaveroa, Henri tetu Tetainanuarii, Karin Bambourough, Alex Descas, Lolita Chammah","[('Beatrice Dalle', 86), ('Michael Subor', 0), ('Jean-Marc Teriipaia', 0), ('Florence Loiret-Caille', 74), ('Bambou', 35), ('Yekatarina Golueva', 0), ('Grégoire Colin', 59), ('Michel Subor', 61), ('Edwin Alin', 0), ('Katya Golubeva', 0), ('Henri Tetainanuarii', 0), ('Dong-ho Kim', 3), ('Chang Se-tak', 0), ('Park Hong-suk', 0), ('Anna Tetuaveroa', 0), ('Henri tetu Tetainanuarii', 0), ('Karin Bambourough', 0), ('Alex Descas', 54), ('Lolita Chammah', 54)]"
"Adam Butcher, Campbell Scott, Gordon Pinsent, Gordon Pincsent, Jennifer Tilly, Shauna MacDonald, Tamara Hope, Frank Crudele, Michael Kanev, Chris Ploszczansky, Paulette Sinclair, Lubica Kucerova, Ben Gans, Jock McLeod, Jeff Baxter, Daniel Karasik, Jonathan Walker, Keir Gilchrist, Jonathan Wilson, Rob Smith, Joan Massiah, Gerard Parkes, Boyd Banks, Henry Alessandroni, Fiona Highet, Brandon Barre, John Blakey, Naomi Emmerson, Barry Stillwell, Jonathan Higgins, Michael David Brown","[('Adam Butcher', 37), ('Campbell Scott', 86), ('Gordon Pinsent', 83), ('Gordon Pincsent', 0), ('Jennifer Tilly', 123), ('Shauna MacDonald', 44), ('Tamara Hope', 49), ('Frank Crudele', 23), ('Michael Kanev', 9), ('Chris Ploszczansky', 0), ('Paulette Sinclair', 10), ('Lubica Kucerova', 14), ('Ben Gans', 0), ('Jock McLeod', 0), ('Jeff Baxter', 45), ('Daniel Karasik', 0), ('Jonathan Walker', 9), ('Keir Gilchrist', 62), ('Jonathan Wilson', 48), ('Rob Smith', 15), ('Joan Massiah', 0), ('Gerard Parkes', 30), ('Boyd Banks', 32), ('Henry Alessandroni', 0), ('Fiona Highet', 6), ('Brandon Barre', 18), ('John Blakey', 6), ('Naomi Emmerson', 0), ('Barry Stillwell', 0), ('Jonathan Higgins', 7), ('Michael David Brown', 82)]"
"Michael Showalter, Elizabeth Banks, Michelle Williams, Justin Theroux, Zak Orth, Michael Ian Black, Catherine Lloyd Burns, Peter Dinklage, Paul Rudd, Katharine Powell, John DeVries, Donna Mitchell, Haviland Morris, David Wain, Jim DeMarse, Leslie Lyles, A.D. Miles, Joe Lo Truglio, Seth Herzog, Jonathan Marc Sherman, Peter Stadlen, Abby Wathen, Gabriel Millman, Sarah Drew, Chris Spain, Marylouise Burke, Ken Marino, Audrie J. Neenan, Bobby Tisdale, Michael Portnoy, Maya Goldsmith, Jenny Maguire, Melisa McGregor, Madeleine Dauzart, Andrea Rosen","[('Michael Showalter', 69), ('Elizabeth Banks', 137), ('Michelle Williams', 133), ('Justin Theroux', 118), ('Zak Orth', 47), ('Michael Ian Black', 74), ('Catherine Lloyd Burns', 39), ('Peter Dinklage', 125), ('Paul Rudd', 151), ('Katharine Powell', 8), ('John DeVries', 27), ('Donna Mitchell', 12), ('Haviland Morris', 53), ('David Wain', 73), ('Jim DeMarse', 17), ('Leslie Lyles', 27), ('A.D. Miles', 31), ('Joe Lo Truglio', 57), ('Seth Herzog', 28), ('Jonathan Marc Sherman', 27), ('Peter Stadlen', 46), ('Abby Wathen', 0), ('Gabriel Millman', 0), ('Sarah Drew', 62), ('Chris Spain', 0), ('Marylouise Burke', 30), ('Ken Marino', 63), ('Audrie J. Neenan', 27), ('Bobby Tisdale', 8), ('Michael Portnoy', 32), ('Maya Goldsmith', 0), ('Jenny Maguire', 0), ('Melisa McGregor', 0), ('Madeleine Dauzart', 0), ('Andrea Rosen', 27)]"
"Ben Kingsley, Barney Clark, Leanne Rowe, Mark Strong (II), Jamie Foreman, Harry Eden, Edward Hardwicke, Ian McNeice, Jeremy Swift, Frances Cuka, Michael Heath, Gillian Hanna, Alun Armstrong, Andy de la Tour, Andrew de la Tour, Peter Copley, Andreas Papadopoulos, Laurie Athey, Filip Hess, Lewis Chase, Jack Curran, Chris Overton, Richard Durden, Timothy Bateson, Joseph Tremain, Andy Linden, John Nettleton, Tony Noble, Teresa Churcher, Gerard Horan, Morgane Polanski, Liz Smith, Levi Hayes, Ophelia Lovibond, Elvis Polanski, Patrick Godfrey, Anezka Novak, Andy Camm, Frank Mills, Turbo, David Meeking, Paul Brooke, Kaeren Revell, Andrea Miltner, Kay Raven, Lizzy Le Quesne, Robert Orr, Paul Eden, Nick Stringer, James Babson, Richard Ridings","[('Ben Kingsley', 208), ('Barney Clark', 42), ('Leanne Rowe', 30), ('Mark Strong (II)', 0), ('Jamie Foreman', 54), ('Harry Eden', 29), ('Edward Hardwicke', 78), ('Ian McNeice', 60), ('Jeremy Swift', 40), ('Frances Cuka', 41), ('Michael Heath', 67), ('Gillian Hanna', 26), ('Alun Armstrong', 63), ('Andy de la Tour', 24), ('Andrew de la Tour', 0), ('Peter Copley', 41), ('Andreas Papadopoulos', 22), ('Laurie Athey', 0), ('Filip Hess', 13), ('Lewis Chase', 21), ('Jack Curran', 16), ('Chris Overton', 26), ('Richard Durden', 34), ('Timothy Bateson', 48), ('Joseph Tremain', 18), ('Andy Linden', 24), ('John Nettleton', 37), ('Tony Noble', 0), ('Teresa Churcher', 14), ('Gerard Horan', 33), ('Morgane Polanski', 43), ('Liz Smith', 59), ('Levi Hayes', 0), ('Ophelia Lovibond', 45), ('Elvis Polanski', 26), ('Patrick Godfrey', 44), ('Anezka Novak', 16), ('Andy Camm', 0), ('Frank Mills', 29), ('Turbo', 32), ('David Meeking', 0), ('Paul Brooke', 35), ('Kaeren Revell', 0), ('Andrea Miltner', 6), ('Kay Raven', 0), ('Lizzy Le Quesne', 0), ('Robert Orr', 92), ('Paul Eden', 14), ('Nick Stringer', 37), ('James Babson', 27), ('Richard Ridings', 38)]"
